SalePrice,logSP,SquareRootSP,BoxCoxSP,YeoJohnsonSP,QuantileSP
208500,12.24769911637256,456.61800227323494,7.924174496048327,0.5709335633741468,0.624033112758534
181500,12.109016442313738,426.02816808281585,7.869963281720576,0.2276429484437825,0.31201493940463715
223500,12.317171167298682,472.7578661429125,7.951113962287239,0.741526737329909,0.7630814080613562
140000,11.849404844423074,374.16573867739413,7.766908639998564,-0.42494722070389723,-0.4060788237506922
250000,12.429220196836383,500.0,7.99426064504528,1.0147514249551466,1.0315087602176443
143000,11.870606902224587,378.15340802378074,7.775402549512555,-0.3711598071492989,-0.3428228539644613
307000,12.634606283893019,554.0758070878028,8.072386841980052,1.5094822074592613,1.4546576145619385
200000,12.206077645517674,447.21359549995793,7.907965477237857,0.4682905333995923,0.5379803848163829
129900,11.774527900858468,360.416425818802,7.736800244049689,-0.6156076899779787,-0.6784325172268452
118000,11.678448377988165,343.51128074635335,7.69791056969912,-0.8618753252221442,-0.9856104168672697
129500,11.771443882099637,359.86108430893165,7.735556411888351,-0.6234842180088541,-0.6879385303621102
345000,12.75130259456002,587.3670062235366,8.116228308728932,1.787106204863562,1.7582723503789441
144000,11.87757552297847,379.4733192202055,7.778191267134015,-0.35350034110704986,-0.3150117233426268
279500,12.540761149388421,528.6775955154521,8.036842899507292,1.2844017748214747,1.2897942004248422
157000,11.964007453736912,396.23225512317896,7.81265547183893,-0.13525686545451537,-0.0879329975415462
132000,11.790564777297387,363.318042491699,7.743263395024174,-0.5746799897453709,-0.6210989280340984
149000,11.91170829631447,386.00518131237567,7.791828961603504,-0.26714007409312995,-0.21748829514055446
90000,11.407576060361786,300.0,7.586706251497007,-1.566072966557603,-1.5976984220914237
159000,11.976665770490767,398.74804074753774,7.817683636110912,-0.1034161776447608,-0.05774223145986299
139000,11.842236406331555,372.82703764614496,7.764033696450415,-0.44315271000596085,-0.4473052807811118
325300,12.692506186542177,570.3507692639679,8.094188497303309,1.6475401699348668,1.6305320141462618
139400,11.845109950883979,373.3630940518894,7.765186339014407,-0.43585363733253657,-0.4339566111477749
230000,12.345838935721968,479.58315233127195,7.96218857449356,0.81165629822089,0.839121020439341
129900,11.774527900858468,360.416425818802,7.736800244049689,-0.6156076899779787,-0.6784325172268452
154000,11.944714374881176,392.42833740697165,7.804982382664179,-0.18384645580133724,-0.1409772839403474
256300,12.454107814022272,506.2608023538856,8.003793604254357,1.0751185021289469,1.0855419155326003
134800,11.811554895830454,367.1511950137164,7.751710720304924,-0.5211875682015402,-0.5643791636474402
306000,12.631343648903034,553.1726674375732,8.071155427688197,1.5016843329240857,1.447161792939491
207500,12.242891437918386,455.52167895721493,7.9223048563718805,0.5590941378599902,0.6150245032050714
68500,11.134603622683905,261.72504656604804,7.472264120340278,-2.290773193404193,-2.1964369707781355
40000,10.596659732783579,200.0,7.239555788762072,-3.7643838786449777,-2.854449417191867
149350,11.914054519303125,386.45827717879195,7.792765072963812,-0.2612121787386066,-0.21084983427176074
179900,12.100161978566867,424.1462012089699,7.866482327331053,0.20559992265754426,0.2678837675840495
165500,12.016732516077072,406.81691213615983,7.833566710947377,-0.00283712334759253,0.043924024540264145
277500,12.533579815765737,526.7826876426369,8.03411234961057,1.2671106853159841,1.2766237309094572
309000,12.6410997921206,555.8776843874919,8.074836760783553,1.5249962055820672,1.4606602221606244
145000,11.884495917930655,380.7886552931954,7.780959202529365,-0.33597247794295004,-0.2861349357549178
153000,11.938199736300925,391.1521443121589,7.802388852663139,-0.20026990136073042,-0.16001041128444526
109000,11.599112335481124,330.15148038438355,7.665580103090761,-1.0666069688702684,-1.2060241528424234
82000,11.314486721293981,286.35642126552705,7.547949559648183,-1.8114982886922903,-1.8803524454038238
160000,11.982935344196433,400.0,7.820172232445773,-0.08765722196471687,-0.0351351513638127
170000,12.04355959836804,412.31056256176606,7.844173975390581,0.06433302963229506,0.09927374872396857
144000,11.87757552297847,379.4733192202055,7.778191267134015,-0.35350034110704986,-0.3150117233426268
130250,11.777218637129327,360.90164865237176,7.7378852176602235,-0.6087371287208286,-0.6494062972315459
141000,11.856522261533737,375.4996671103718,7.769761548942061,-0.4068812649076203,-0.3789773215364034
319900,12.675766851909591,565.5970296951708,8.087895463134748,1.607689829400126,1.5709289220603555
239686,12.387089184491993,489.57736875799316,7.978081001181565,0.9122944737225329,0.9403290354118572
249700,12.428019481065613,499.69990994595946,7.99380025965988,1.0118360530430013,1.0182514895325707
113000,11.635151947212842,336.1547262794322,7.680291240207769,-0.9734491671603653,-1.0819397980292533
127000,11.751950239425476,356.37059362410923,7.727687476233653,-0.6733140054024321,-0.7647096737863871
177000,12.083910661257521,420.7136793592526,7.860087259214398,0.16510336925870206,0.2174882951405546
114500,11.648338835562747,338.3784863137726,7.6856638311678145,-0.9394274068782141,-1.0707445970692107
110000,11.608244735642321,331.66247903554,7.669311759533816,-1.0429763751847527,-1.1546146901626584
385000,12.861001210669146,620.4836822995428,8.157082536554201,2.0458135054362585,1.976943225725333
130000,11.775297421715827,360.5551275463989,7.737110557512613,-0.6136426397360997,-0.6611618742897375
180500,12.103491596905931,424.85291572496004,7.867791578758778,0.21389071303626186,0.29267606076175356
172500,12.058158312538197,415.33119314590374,7.849937002068924,0.10082720500000891,0.12831727088805722
196500,12.188422799337028,443.28320518603005,7.9010742599527495,0.4246521435136691,0.5019246515253376
438780,12.991755706536901,662.4047101281814,8.205329020409607,2.3513316883838695,2.290609468335823
124900,11.735276702486741,353.41194094144583,7.720947528491602,-0.7159945121686244,-0.8227263487747215
158000,11.970356641102999,397.4921382870358,7.815178123624982,-0.1192822544471312,-0.07031374338320635
101000,11.522885696764481,317.80497164141406,7.634329822105549,-1.2644983460802035,-1.3756079480032548
202500,12.218500103788143,450.0,7.912808714572142,0.49896016133316307,0.5672113899131166
140000,11.849404844423074,374.16573867739413,7.766908639998564,-0.42494722070389723,-0.4060788237506922
219500,12.299112067295642,468.50827100489914,7.944124989626461,0.6972693300540115,0.7249732056113145
317000,12.666660207428574,563.0275304103699,8.084468470597091,1.5859885602594057,1.5388800938054723
180000,12.100717685412471,424.26406871192853,7.866700862233875,0.20698378754169192,0.2796060306706413
226000,12.328294703023394,475.3945729601885,7.955413990212002,0.7687565015606913,0.7953216439546776
80000,11.289794413577894,282.842712474619,7.537622407958986,-1.8768945781756408,-1.9595359838375317
225000,12.323860125621126,474.3416490252569,7.953700156767275,0.757903716203737,0.783329858958644
244000,12.404927602627597,493.9635614091388,7.984937937765386,0.955715753916812,0.9835733673308725
129500,11.771443882099637,359.86108430893165,7.735556411888351,-0.6234842180088541,-0.6879385303621102
185000,12.128116509451258,430.11626335213134,7.877463998410525,0.27514098133849735,0.34548507371979836
144900,11.88380602959621,380.6573262134856,7.780683335687291,-0.3377193959728778,-0.29931302568818624
107400,11.58432477200052,327.7193921634788,7.659532071778828,-1.1049059306924578,-1.2595004361135183
91000,11.418625774449598,301.66206257996714,7.591288223450827,-1.5370577919167945,-1.5756125802060135
135750,11.818577604251555,368.4426685388108,7.754533907666317,-0.5033098231141528,-0.5206453603075725
127000,11.751950239425476,356.37059362410923,7.727687476233653,-0.6733140054024321,-0.7647096737863871
136500,11.824087219587643,369.45906403822335,7.756747748644906,-0.48929074483680157,-0.5049220111265829
110000,11.608244735642321,331.66247903554,7.669311759533816,-1.0429763751847527,-1.1546146901626584
193500,12.173037959397275,439.8863489584554,7.8950614374582475,0.3865761558710009,0.4668032636545882
153500,11.941462360646149,391.7907604831947,7.803687892559804,-0.19204377285814342,-0.1523905895074676
245000,12.409017571151187,494.9747468305833,7.986508757824923,0.9656629095131051,0.994946427655216
126500,11.748005492256807,355.6683848755748,7.726093672914734,-0.6834067147351632,-0.7761050678844089
168500,12.034696963475044,410.48751503547584,7.84067217132878,0.04215797102153911,0.07912030015842841
260000,12.468440756144114,509.9019513592785,8.00927539936677,1.109831744408354,1.114032451080225
174000,12.066816325306588,417.1330722922842,7.853351797451703,0.12245128305188498,0.15873980759786757
164500,12.010671928196443,405.58599581346493,7.831167350484119,-0.01803099495053301,0.01656723477549033
85000,11.350418300109132,291.547594742265,7.562942255130672,-1.7165576091861385,-1.7444475421409686
123600,11.724813914587886,351.5679166249389,7.716713724588353,-0.7428049418771875,-0.8510236282083062
109900,11.60733523953139,331.5116890850155,7.6689402415688095,-1.045329000693046,-1.1819205245512343
98600,11.498836682527127,314.00636936215164,7.624432366453857,-1.3271736515600538,-1.4316620628081598
163500,12.004574385508691,404.3513323831146,7.8287522275502965,-0.03332468203729633,0.005589413562431826
133900,11.804855999911272,365.9234892706397,7.749016282686123,-0.5382500096234757,-0.5820090863157499
204750,12.229549885708273,452.49309386995066,7.917112878040943,0.5262161222868178,0.583896591331265
185000,12.128116509451258,430.11626335213134,7.877463998410525,0.27514098133849735,0.34548507371979836
214000,12.273735966890268,462.6013402488151,7.9342878309633695,0.6349758872728506,0.6752774632720799
94750,11.459007676978688,307.8148794324277,7.60800016057355,-1.4312300341698705,-1.496297778628059
83000,11.326607934898927,288.09720581775866,7.553011864036709,-1.7794414386000599,-1.824555935803749
128950,11.767187766223199,359.0960874195095,7.733839368914848,-0.6343573386163242,-0.7100165204680537
205000,12.230770136157428,452.76925690687085,7.917587970891828,0.5292246306888957,0.5924436358814612
178000,12.08954444723597,421.90046219457975,7.862305122468216,0.17914791375561617,0.23292993127648456
118964,11.68658461118553,344.91158287306035,7.7012150179345085,-0.8409500116346545,-0.9580197084192642
198900,12.200562492481511,445.9820624195552,7.905813755002618,0.4546648286286987,0.524081791208258
169500,12.040614105490253,411.70377700477803,7.843010417911744,0.056964840352331764,0.08781736822735105
