logSP,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Grvl,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_<None>,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Neighborhood,Exterior1st,Exterior2nd
12.24769911637256,60,0.2237612302266362,-0.1399788607651618,7,5,1.0529594334546617,2003,1.2337097664160317,0.8022942872739643,-0.359662323183478,-0.88636191126586,-0.4737658977831558,-0.8060736359204285,1.1722480143991043,0,0.5316669672455113,1.0,0.0,2,1,3,1,8,0,0.3660747501607877,2.0,0.3579733313013207,-0.9490260588204548,0.8451956680885676,-0.4079206211052367,0,-0.2940036598327685,0,0,2,2008,-1.0452490446252207,-0.7943788422332704,5,0.1083242825232406,3.5,-0.5192143434163743,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,CollgCr,VinylSd,VinylSd
12.109016442313738,20,0.6653075719262243,0.1086724786390004,6,8,0.1584279245985156,1976,-0.8171343254785851,1.017759758797275,-0.359662323183478,-0.4333312196194055,0.5049247215514256,0.4292192790198927,-0.8700861079650745,0,-0.39028919606728,0.0,1.0,2,0,3,1,6,1,0.2271020426758087,2.0,-0.0567953533899209,1.2147665719386531,-1.0703598828507337,-0.4079206211052367,0,-0.2940036598327685,0,0,5,2007,-0.1851817387069905,0.2740631395953488,31,0.0535188030613953,2.5,0.8312106487221766,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Veenker,MetalSd,MetalSd
12.317171167298682,60,0.3120704985665538,0.419553216123447,7,5,0.986697840206058,2002,1.1970631307788098,0.574614643306919,-0.359662323183478,-0.0472434890270465,-0.3194895439964238,-0.5763795712486481,1.1748906208626535,0,0.6652489363529103,1.0,0.0,2,1,3,1,6,1,0.3556941494278657,2.0,0.6407701617726218,-0.9490260588204548,0.6716720498364838,-0.4079206211052367,0,-0.2940036598327685,0,0,9,2008,-0.9790900210930492,-0.6009832834745575,6,0.2869461721301261,3.5,-0.7243929238483751,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,CollgCr,VinylSd,VinylSd
11.849404844423074,70,0.0765791163267735,0.0984710016364091,7,5,-1.862550669483888,1970,-0.8171343254785851,0.1432559643819272,-0.359662323183478,0.1840166465096371,-0.7148227005749247,-0.4375371764096364,1.1489630759198737,0,0.5441990241580803,1.0,0.0,1,0,3,1,7,1,0.3401491780021994,3.0,0.8010216990396924,-0.9490260588204548,0.5876786047715271,2.454702714715935,0,-0.2940036598327685,0,0,2,2006,1.7995889672581562,-0.5230116908406955,36,-0.0138254020523116,2.0,0.8662468547316908,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Crawfor,Wd Sdng,Wd Shng
12.429220196836384,60,0.7830532630461144,0.8880227070910683,8,5,0.9535670435817564,2000,1.335442693198294,0.7549807965676416,-0.359662323183478,0.0782405544306913,0.2228882622850561,0.1199141511467802,1.2114269968185332,0,1.308514584592786,1.0,0.0,2,1,4,1,9,1,0.3505090355739427,3.0,1.715398117563566,1.0813478785100958,0.9953963631168472,-0.4079206211052367,0,-0.2940036598327685,0,0,12,2008,-0.9460105093269634,-0.5230116908406955,8,1.0322386888121815,3.5,0.7429122716668306,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NoRidge,VinylSd,VinylSd
11.870606902224589,50,0.8124896858260869,0.8677350392592524,5,5,0.7216514672116445,1995,-0.8171343254785851,0.825410677064898,-0.359662323183478,-1.312041669348888,-0.6183999794582171,-1.0376866291204252,1.0922000239978522,0,-0.1607107301303387,1.0,0.0,1,1,1,1,5,0,0.3143099995472098,2.0,0.0374702567671794,0.5697831464521192,0.5171242302436535,-0.4079206211052367,320,-0.2940036598327685,0,700,10,2009,-0.6813744151982771,-0.1138088598829436,14,-0.4509862031424217,2.5,1.164655442033984,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Mitchel,VinylSd,VinylSd
12.63460628389302,20,0.5181254580263616,0.2048692495940728,8,5,1.0860902300789632,2005,1.2238026339400592,1.2578342936143676,-0.359662323183478,-0.3405518316743958,1.5270055653885255,1.363853394563049,-0.8700861079650745,0,0.5028421667652672,1.0,0.0,2,0,3,1,7,1,0.3712702381948012,2.0,0.7727420159925623,1.1679791580394137,0.8135168682547922,-0.4079206211052367,0,-0.2940036598327685,0,0,8,2007,-1.1114080681573923,-1.0742144833052198,2,1.072604883672787,3.0,0.8854558242419561,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Somerst,VinylSd,VinylSd
12.206077645517674,60,-1.6896062504715788,0.2619179482279298,7,6,0.0590355347256105,1973,1.27087225267474,0.9300287717153058,2.7661893183995296,-0.6444272313023149,0.1312866772241839,0.0125679211352939,1.1986759345951694,0,1.1515135379778454,1.0,0.0,2,1,3,1,7,2,0.211815774052191,2.0,0.0563233787985994,1.143233346581966,1.417368028028526,2.454417981588408,0,-0.2940036598327685,0,350,11,2009,-0.0197841798765616,0.3604975900354853,36,0.870088725669718,3.5,1.9544704593713995,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NWAmes,HdBoard,HdBoard
11.774527900858468,50,-0.1883486886929793,-0.7629244623420985,7,5,-1.3324579234950606,1950,-0.8171343254785851,-1.3528794995691211,-0.359662323183478,0.9080312285536672,-0.2423513671030577,-0.241630277075549,1.1479414017113363,0,0.6445127549500159,0.0,0.0,2,0,2,2,8,2,0.0010527871268056,2.0,-0.0190891093270808,0.8409947039030772,-1.0703598828507337,2.4542089541828016,0,-0.2940036598327685,0,0,4,2008,1.3364758025329553,0.7898201764706544,58,0.3119743602500042,2.0,0.8193965446240483,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OldTown,BrkFace,Wd Shng
11.678448377988165,190,-0.2177851114729518,-0.3919665406552189,5,6,-1.0674115505006472,1950,-0.8171343254785851,0.9238029695005512,-0.359662323183478,-0.9276168554148756,-0.1483392140142679,-0.0748331959820064,-0.8700861079650745,0,-0.8636079526986219,1.0,0.0,1,0,2,2,5,2,0.0407321294270873,1.0,-1.258681882892951,-0.9490260588204548,-0.3341057776073651,-0.4079206211052367,0,-0.2940036598327685,0,0,1,2008,1.071839708404269,0.7290208155095182,58,-0.583366643691377,2.0,-1.4580738128374884,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,BrkSide,MetalSd,MetalSd
