logSP,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Grvl,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,Neighborhood_mean_logSP,Neighborhood_median_logSP,Neighborhood_std_logSP,Neighborhood_min_logSP,Neighborhood_max_logSP,Neighborhood_PricePerSF_TargetEnc,Exterior1st_TargetEnc,Neighborhood_x_Qual,Neighborhood_x_Size,Neighborhood_x_Age
12.24769911637256,60,0.2237612302266362,-0.1399788607651618,7,5,1.2337097664160317,0.8022942872739643,-0.359662323183478,-0.88636191126586,-0.4737658977831558,-0.8060736359204285,1.1722480143991043,0,0.5316669672455113,1.0,0.0,2,1,3,1,8,0,0.3660747501607877,2.0,0.3579733313013207,-0.9490260588204548,0.8451956680885676,-0.4079206211052367,0,-0.2940036598327685,0,0,2,2008,-1.0452490446252207,-0.7943788422332704,5,0.1083242825232406,3.5,-0.5192143434163743,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.44912677150543795,0.5211464766693038,-0.05568544782199767,0.5002707250022065,0.6547200255058298,-16.897604161522956,1.0821152509726357,0.3270409876488652,-0.4637324974963235,0.23671519579095113
12.109016442313738,20,0.6653075719262243,0.1086724786390004,6,8,-0.8171343254785851,1.017759758797275,-0.359662323183478,-0.4333312196194055,0.5049247215514256,0.4292192790198927,-0.8700861079650745,0,-0.39028919606728,0.0,1.0,2,0,3,1,6,1,0.2271020426758087,2.0,-0.0567953533899209,1.2147665719386531,-1.0703598828507337,-0.4079206211052367,0,-0.2940036598327685,0,0,5,2007,-0.1851817387069905,0.2740631395953488,31,0.0535188030613953,2.5,0.8312106487221766,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9824502907524644,0.5041094895311274,0.6644938907377979,1.3445661417083594,-0.10019081943063401,3.9633941181055414,-1.0402526490354427,0.7364017909457538,-0.4602266301079184,0.5610289083307868
12.317171167298682,60,0.3120704985665538,0.419553216123447,7,5,1.1970631307788098,0.574614643306919,-0.359662323183478,-0.0472434890270465,-0.3194895439964238,-0.5763795712486481,1.1748906208626535,0,0.6652489363529103,1.0,0.0,2,1,3,1,6,1,0.3556941494278657,2.0,0.6407701617726218,-0.9490260588204548,0.6716720498364838,-0.4079206211052367,0,-0.2940036598327685,0,0,9,2008,-0.9790900210930492,-0.6009832834745575,6,0.2869461721301261,3.5,-0.7243929238483751,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.44912677150543795,0.5211464766693038,-0.05568544782199767,0.5002707250022065,0.6547200255058298,-15.539729135875024,1.101791579319965,0.3270409876488652,-0.3921342516324729,0.27023172928986006
11.849404844423074,70,0.0765791163267735,0.0984710016364091,7,5,-0.8171343254785851,0.1432559643819272,-0.359662323183478,0.1840166465096371,-0.7148227005749247,-0.4375371764096364,1.1489630759198737,0,0.5441990241580803,1.0,0.0,1,0,3,1,7,1,0.3401491780021994,3.0,0.8010216990396924,-0.9490260588204548,0.5876786047715271,2.454702714715935,0,-0.2940036598327685,0,0,2,2006,1.7995889672581562,-0.5230116908406955,36,-0.0138254020523116,2.0,0.8662468547316908,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7561857833540232,0.7491815981805579,0.4954518541963883,0.9426432118768859,0.4339988356160782,17.195563236404425,-1.2051083444454953,0.646904619367897,-0.5164833705114065,2.301224855837077
12.429220196836384,60,0.7830532630461144,0.8880227070910683,8,5,1.335442693198294,0.7549807965676416,-0.359662323183478,0.0782405544306913,0.2228882622850561,0.1199141511467802,1.2114269968185332,0,1.308514584592786,1.0,0.0,2,1,4,1,9,1,0.3505090355739427,3.0,1.715398117563566,1.0813478785100958,0.9953963631168472,-0.4079206211052367,0,-0.2940036598327685,0,0,12,2008,-0.9460105093269634,-0.5230116908406955,8,1.0322386888121815,3.5,0.7429122716668306,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.106220220382946,1.9706454603217647,0.665617157825905,1.6555703970892657,2.2189152870310775,4.256079852638866,1.0927836975954195,2.366672543015348,1.4332087271082194,-1.4812614675952875
11.870606902224589,50,0.8124896858260869,0.8677350392592524,5,5,-0.8171343254785851,0.825410677064898,-0.359662323183478,-1.312041669348888,-0.6183999794582171,-1.0376866291204252,1.0922000239978522,0,-0.1607107301303387,1.0,0.0,1,1,1,1,5,0,0.3143099995472098,2.0,0.0374702567671794,0.5697831464521192,0.5171242302436535,-0.4079206211052367,320,-0.2940036598327685,0,700,10,2009,-0.6813744151982771,-0.1138088598829436,14,-0.4509862031424217,2.5,1.164655442033984,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.30514369737977937,-0.19822331620540937,-0.5706762289828171,-0.13065083809795486,-0.9360535672217599,-425.3121415474094,1.0838492167413296,-0.36786363990140175,-0.38433362391493314,1.0007704010772605
12.63460628389302,20,0.5181254580263616,0.2048692495940728,8,5,1.2238026339400592,1.2578342936143676,-0.359662323183478,-0.3405518316743958,1.5270055653885255,1.363853394563049,-0.8700861079650745,0,0.5028421667652672,1.0,0.0,2,0,3,1,7,1,0.3712702381948012,2.0,0.7727420159925623,1.1679791580394137,0.8135168682547922,-0.4079206211052367,0,-0.2940036598327685,0,0,8,2007,-1.1114080681573923,-1.0742144833052198,2,1.072604883672787,3.0,0.8854558242419561,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9157127909439821,0.9953380110833244,-0.15276735670397756,1.0467921224336156,0.642434155803115,-162.26937591984426,1.1011231529721226,0.9493552930507029,0.3694397527459642,-0.3817346180058183
12.206077645517674,60,-1.6896062504715788,0.2619179482279298,7,6,1.27087225267474,0.9300287717153058,2.7661893183995296,-0.6444272313023149,0.1312866772241839,0.0125679211352939,1.1986759345951694,0,1.1515135379778454,1.0,0.0,2,1,3,1,7,2,0.211815774052191,2.0,0.0563233787985994,1.143233346581966,1.417368028028526,2.454417981588408,0,-0.2940036598327685,0,350,11,2009,-0.0197841798765616,0.3604975900354853,36,0.870088725669718,3.5,1.9544704593713995,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.373762429511633,0.32778669398337257,-1.3546010646914068,0.9021930610411194,-0.5266732819379741,8.601425425985479,-0.3846666658170491,0.24853388900640389,-0.2169124136731715,0.7579033063837962
11.774527900858468,50,-0.1883486886929793,-0.7629244623420985,7,5,-0.8171343254785851,-1.3528794995691211,-0.359662323183478,0.9080312285536672,-0.2423513671030577,-0.241630277075549,1.1479414017113363,0,0.6445127549500159,0.0,0.0,2,0,2,2,8,2,0.0010527871268056,2.0,-0.0190891093270808,0.8409947039030772,-1.0703598828507337,2.4542089541828016,0,-0.2940036598327685,0,0,4,2008,1.3364758025329553,0.7898201764706544,58,0.3119743602500042,2.0,0.8193965446240483,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0862890331803512,-1.1715669723767599,1.161507596835262,-1.8981778093442108,0.9653624150318784,74.57983338471853,0.3644013614955553,-1.272402951576001,-0.809609462214065,-0.8713547411286834
11.678448377988165,190,-0.2177851114729518,-0.3919665406552189,5,6,-0.8171343254785851,0.9238029695005512,-0.359662323183478,-0.9276168554148756,-0.1483392140142679,-0.0748331959820064,-0.8700861079650745,0,-0.8636079526986219,1.0,0.0,1,0,2,2,5,2,0.0407321294270873,1.0,-1.258681882892951,-0.9490260588204548,-0.3341057776073651,-0.4079206211052367,0,-0.2940036598327685,0,0,1,2008,1.071839708404269,0.7290208155095182,58,-0.583366643691377,2.0,-1.4580738128374884,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.2753435637543984,-1.1015367995976497,1.3012799263587604,-1.8182156077261644,-1.2489168405839846,-17.86093031506329,-1.0533039131669089,-1.089762225182679,0.1568463189022441,-0.7756624804868728
