MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,Decade,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,IsNormalCondition,ExterQual_Score,ExterCond_Score,BsmtQual_Score,BsmtCond_Score,HeatingQC_Score,KitchenQual_Score,FireplaceQu_Score,GarageQual_Score,GarageCond_Score,Qual_x_TotalSF,Kitchen_x_TotalSF,Cond_x_Age,TotalSF_to_Neighborhood_Ratio,OverallQual_to_Neighborhood_Ratio,Age_vs_Neighborhood_Avg,TotalSF_to_MSSubClass_Ratio,LotArea_to_MSZoning_Ratio,TotalSF_to_OverallQual_Ratio,TotalSF_to_Decade_Ratio,KMeansCluster,TotalSF_squared,OverallQual_squared,GrLivArea_squared,GarageArea_squared,Age_squared,LotArea_squared,TotalBath_squared,LotArea_to_TotalSF_Ratio,GarageArea_to_TotalSF_Ratio,Porch_to_TotalSF_Ratio,Living_to_Total_Ratio,Bsmt_to_Total_Ratio,Rooms_per_SF,Bedrooms_per_SF,Bath_per_SF,YearsSince2006,MarketCycle,Quarter,PeakSeason,EndOfYear,AvgQuality,MaxQuality,MinQuality,QualityRange,ExcellentFeatures,PoorFeatures,Cluster_Size_k6,Cluster_Size_k8,Cluster_Quality_k6,Cluster_Quality_k8,Cluster_Efficiency_k4,Cluster_Efficiency_k6,Cluster_Age_Quality_k4,Cluster_Age_Quality_k6,Cluster_Luxury_k3,Cluster_Luxury_k5,Cluster_Comprehensive_k8,Cluster_Comprehensive_k10,Qual_x_LotArea,Qual_x_GarageArea,Qual_x_Bath,Qual_x_GrLivArea,Qual_x_BsmtSF,Age_x_Quality,Age_x_Size,Living_x_Bath,Rooms_x_Qual,Rooms_x_KitchenQual,GarageArea_x_Qual,GarageCars_x_Qual,BsmtSF_x_Qual,BsmtSF_x_OverallQual,YearBuilt_x_Qual,YearRemod_x_Qual,Bath_x_Qual,Bath_x_KitchenQual,AvgQual_x_Size,AvgQual_x_Age,Qual_Age_Interaction,RemodAge_FromBuild,Is_Remodeled,OverallQual_Squared,logSP
60,RL,0.22376123022663622,-0.1296238281015316,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1.0529594334546615,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2337097665730556,PConc,No,GLQ,0.8022942877321073,Unf,-0.35966232318349056,-0.8863619108242703,-0.47376589778315586,GasA,Y,SBrkr,-0.8060736373290591,1.1722480135055988,0,0.5316669703090501,1,0,2,1,3,1,8,Typ,0,Attchd,0.36607475378556764,RFn,2,0.3579733313013207,Y,-0.9490260586845499,0.8451956688908682,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2008,WD,Normal,-1.0452490446252207,-0.7943788446665071,5,0.10832428826214184,3.5,-0.519214355103763,2000,0,1,1,1,0,1,4,3,4,3,5,4,0,3,3,-0.02759242981849436,0.0273989272100062,-0.9562769571781111,-0.04861384782713965,0.33408450864204076,-0.10862730163283617,-0.04221252525412922,-0.3408271704957106,-0.19674206013914697,-0.268914766519867,Cluster_1,-0.6012066949176732,49,-0.49864652438803553,0.14803065547820846,-0.7574081558268398,-0.15772320037691268,12.25,0.058993842597807815,0.05700253334475111,0.03580988689317211,-0.051264013525247024,0.05450061413773634,-0.010655565136290622,-0.01968407908392675,0.06869684424659091,2,2,1,0,0,3.727272727272727,7,0,7,6,1,1,7,1,1,0,0,2,0,1,1,4,1,0.5672741586149219,0.4387446510390394,24.5,0.4601379037412373,-0.19147798847202316,-0.981036422782849,0.243173726848293,0.5813273943418801,56,32,0.35077459677207795,14,-0.22369539590524398,-0.19147798847202316,0.7026097757801786,0.6810992905642627,24.5,14.0,0.019840885730813274,-1.032678344327514,-0.981036422782849,-0.5562047149888604,0,49,12.24769911637256
20,RL,0.6653075719262243,0.1188190334501442,Pave,<None>,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,0.15842792459851568,1976,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,CBlock,Gd,ALQ,1.0177597711050148,Unf,-0.35966232318349056,-0.43333121907400063,0.5049247215514256,GasA,Y,SBrkr,0.42921927572064944,-0.8700861080477102,0,-0.3902891923537887,0,1,2,0,3,1,6,Typ,1,Attchd,0.22710204210844517,RFn,2,-0.056795353389920956,Y,1.2147665734374706,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2007,WD,Normal,-0.1851817387069905,0.2740631316740513,31,0.05351880888721544,2.5,0.8312106503100062,1970,0,0,1,1,1,0,3,3,4,3,5,3,3,3,3,-0.09527424592146966,-0.046769440271223685,0.1558051947313394,-0.09747485729289249,-0.6661625037186637,0.10188923241325394,0.03609132140410722,-0.06705642337192268,-0.4176507627319438,-0.3849123391292373,Cluster_1,-0.6066026482138226,36,-0.5892542198181916,-0.2565185718917004,-0.4392556898192955,0.09124987453719424,6.25,0.060121794201819415,0.05460066251488953,0.07417633197565783,-0.06453512589265818,0.06394759942341864,0.02255993771580252,0.020092632214817937,0.060920576023388476,1,1,2,1,0,4.0,8,3,5,4,0,4,1,0,7,0,0,1,3,0,0,1,4,-0.044989746351609405,-0.15382782803838208,15.0,-0.50715756860719,0.22321487055727302,-0.0791418075712568,0.26664374786248435,-0.6042337054272499,36,18,-0.049657670933603605,12,0.5731635441439062,0.22321487055727302,-0.0638136216652936,-0.09097979116517066,15.0,7.5,-0.03252438124206475,0.00012407158294172922,-0.0791418075712568,-0.5562047149888604,0,36,12.109016442313738
60,RL,0.31207049856655383,0.4276427183334848,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,0.9866978402060581,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1970631314496274,PConc,Mn,GLQ,0.5746146329881608,Unf,-0.35966232318349056,-0.04724348854836811,-0.3194895439964238,GasA,Y,SBrkr,-0.576379573941165,1.1748906198467102,0,0.6652489387146215,1,0,2,1,3,1,6,Typ,1,Attchd,0.35569415273493454,RFn,2,0.6407701617726218,Y,-0.9490260586845499,0.671672051426394,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2008,WD,Normal,-0.9790900210930492,-0.6009832882281372,6,0.286946177346158,3.5,-0.724392934738495,2000,0,1,1,1,1,1,4,3,4,3,5,4,3,3,3,0.16599052801128245,0.22169471992532772,-0.9064078023839653,0.06159329391416091,0.33408450864204076,0.031717054397890576,-0.030069271696547367,0.2732507619985373,-0.05971955674443539,-0.14798446043402436,Cluster_1,-0.5582551228711864,49,-0.38750275040647336,0.4643583792604153,-0.7492504002881849,0.40559574729487746,12.25,0.05711229289935399,0.05608829346632689,0.03292933609188654,-0.05068305325402392,0.053224897368294805,-0.022308471990924904,-0.021794218588447142,0.06435453276410247,2,2,3,0,0,4.0,7,3,4,6,0,1,7,1,1,0,0,2,0,0,0,4,1,0.7154628642657734,0.6700461763294827,24.5,0.6093103225006231,-0.0738941904687797,-0.8974170544850855,0.27398513193188784,0.7767380542156697,42,24,0.6237965974804971,14,-0.0980821639763139,-0.0738941904687797,0.6976536891454272,0.6786029609697564,24.5,14.0,0.2252477704996765,-0.9408934876935392,-0.8974170544850855,-0.5153551041459348,1,49,12.317171167298682
70,RL,0.07657911632677353,0.10865134268870438,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,-1.8625506694838878,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,-0.8171343255986645,BrkTil,No,ALQ,0.14325593915225854,Unf,-0.35966232318349056,0.1840166468920022,-0.7148227005749247,GasA,Y,SBrkr,-0.43753717967180117,1.1489630760863911,0,0.5441990271622625,1,0,1,0,3,1,7,Typ,1,Detchd,0.34014918083486595,Unf,3,0.8010216990396924,Y,-0.9490260586845499,0.5876786066794994,2.4547027150143044,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2006,WD,Abnorml,1.7995889672581562,-0.5230116963689763,36,-0.013825396167460362,2.0,0.8662468569909074,1910,0,1,1,1,1,1,3,3,3,4,4,4,4,3,3,-0.15997316619472934,-0.10546927773330197,1.1880966989701567,-0.12062707803771035,0.7124816153053526,1.5053327927205213,-0.04496847755736689,-0.0782606748400399,-0.29044421296737966,-0.315656535247862,Cluster_0,-0.60822882849674,49,-0.48927405135213486,0.6581866413818656,2.0488597494704743,0.08099202364800988,4.0,0.06133982896565403,0.06350745376992865,0.07690421501873763,-0.05013814295690614,0.054373221169388905,-0.015618638712281828,-0.01989756123828362,0.057503016907306394,0,0,1,0,0,3.909090909090909,7,3,4,6,0,1,7,3,5,0,0,3,1,0,0,2,3,0.6306364569154855,0.801117040660734,14.0,0.4741325862207467,-0.3752026728520911,2.614596414020982,0.20537398668041562,0.2584816496121474,49,28,0.7785090645486014,21,-0.7909176463343189,-0.3752026728520911,0.4845419638511204,0.5987204139455564,14.0,8.0,-0.10654511521020113,2.2715764944955836,2.614596414020982,1.6905238813720458,1,49,11.849404844423074
60,RL,0.7830532630461144,0.8892948755151285,Pave,<None>,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,0.9535670435817564,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3354426917538689,PConc,Av,GLQ,0.7549807946339984,Unf,-0.35966232318349056,0.07824055486193549,0.2228882622850561,GasA,Y,SBrkr,0.1199141471641758,1.211426994064546,0,1.3085145814487795,1,0,2,1,4,1,9,Typ,1,Attchd,0.35050903872258976,RFn,3,1.715398117563566,Y,1.0813478786015531,0.9953963630958194,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2008,WD,Normal,-0.9460105093269634,-0.5230116963689763,8,1.032238688021379,3.5,0.7429122716235351,2000,0,1,1,1,1,1,4,3,4,3,5,4,3,3,3,1.1335213794902945,1.0323859510449533,-0.8814732249868924,-0.02377115724458679,0.05688002916367004,-0.3191438356789263,0.020597956032967473,0.7819667508322076,0.022871978788427373,0.3565922849000704,Cluster_3,0.03985676947714377,64,0.4950875194311559,1.9658752356079288,-0.7441518030765255,0.885553998715358,12.25,0.051857079128767504,0.05355101113398523,0.06125721530958284,-0.04870123813307253,0.049862756271662034,-0.020182568352405873,-0.02271844476557731,0.054473435191511786,2,2,4,0,1,4.090909090909091,8,3,5,6,0,2,6,5,4,0,0,2,5,0,0,3,8,1.5458250807186966,2.0093921513446213,28.0,1.5363994437389987,0.6400074402651985,-0.8078248741660531,0.40523874764668694,1.717740535472536,72,36,1.6612802001724902,24,0.3435268545238309,0.6400074402651985,1.4031880222210975,1.3868473287825298,28.0,14.0,1.07417556528095,-0.894555501820076,-0.8078248741660531,-0.5562047149888604,0,64,12.429220196836384
50,RL,0.8124896858260869,0.8693940646109107,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,0.7216514672116445,1995,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Wood,No,GLQ,0.825410678719778,Unf,-0.35966232318349056,-1.3120416692439891,-0.6183999794582171,GasA,Y,SBrkr,-1.0376866288036886,1.092200026609438,0,-0.1607107258893567,1,0,1,1,1,1,5,Typ,0,Attchd,0.314310001594965,Unf,2,0.03747025676717942,Y,0.5697831429445976,0.517124232386858,-0.40792062110509075,320,-0.2940036598327685,0,<None>,MnPrv,Shed,700,10,2009,WD,Normal,-0.6813744151982771,-0.11380886792176705,14,-0.4509861981816789,2.5,1.164655450541433,1990,0,1,1,1,0,1,3,3,4,3,5,3,0,3,3,-0.49410409452577997,-0.4583505773030648,-0.6819966058103094,0.07299327671170273,-0.6521828161406262,-0.7401769037711066,-0.009736992451801959,0.7600371214776384,-0.03757324827283793,-0.7371630423551654,Cluster_1,-0.48461467843748346,25,-0.6771881220550372,-0.17077807005915296,-0.6788897587672856,0.8646156306298107,6.25,0.07811139909463187,0.072785122282828,0.1148287102633138,-0.0633216605456208,0.06954142771969259,-0.005373253285774391,-0.029987345758503457,0.08252414077156092,3,3,4,0,0,3.363636363636364,5,0,5,4,1,5,4,1,1,0,0,2,0,1,1,1,4,-0.5807530120700328,-0.35208627828733347,12.5,-0.26177130741633053,-0.7195552241473041,-0.712259881825752,0.08024522012086405,-0.3643484651399612,25,15,0.04134966263586947,10,-0.34145780083861593,-0.7195552241473041,-0.7332393235449185,-0.7617792150603504,12.5,7.5,-0.5104150248595134,-0.6878167956153947,-0.712259881825752,-0.4745054933030092,1,25,11.870606902224589
20,RL,0.5181254580263616,0.21459154603027947,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,1.0860902300789632,2005,Gable,CompShg,VinylSd,VinylSd,Stone,1.2238026342391175,PConc,Av,GLQ,1.25783432087159,Unf,-0.35966232318349056,-0.3405518311333266,1.5270055653885255,GasA,Y,SBrkr,1.3638533980323226,-0.8700861080477102,0,0.5028421699602047,1,0,2,0,3,1,7,Typ,1,Attchd,0.3712702419788708,RFn,2,0.7727420159925623,Y,1.167979159021486,0.8135168692139771,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,WD,Normal,-1.1114080681573923,-1.07421448139513,2,1.0726048823861278,3.0,0.8854558268749975,2000,0,0,1,1,1,1,4,3,5,3,5,4,4,3,3,1.1835181781807347,1.0762942411947152,-1.0061461119722568,0.2856321021005792,0.5566310302466984,0.10188923241325394,1.6673519272230404,0.0384797637385782,0.03470962366390603,0.3839209413434788,Cluster_3,0.0915445224599706,64,-0.519375331071326,0.6232154622301649,-0.7628466595192765,0.1881583420146868,9.0,0.051321871697883735,0.049208775854802655,0.06313839576247893,-0.0549649918339641,0.0554137149674135,-0.014721318439698329,-0.019179539284891033,0.051751121821496465,1,1,3,1,0,4.2727272727272725,8,3,5,7,0,4,1,5,4,0,0,2,5,0,0,3,8,1.340776422130655,1.1282434835715038,24.0,0.5081674041351941,1.7759509174036756,-1.046737355016806,0.2993817512290535,0.4340775877934213,56,28,0.7512068644777594,16,2.2326321003300063,1.7759509174036756,1.4145162202433863,1.4011120693225656,24.0,12.0,1.173604290720634,-1.0897097115563918,-1.046737355016806,-0.5153551041459348,1,64,12.63460628389302
60,RL,-1.6896062504715788,0.2712985909414291,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,0.059035534725610586,1973,Gable,CompShg,HdBoard,HdBoard,Stone,1.270872252277612,CBlock,Mn,ALQ,0.9300287790126311,BLQ,2.7661893190062967,-0.6444272307778137,0.13128667722418394,GasA,Y,SBrkr,0.012567917096283169,1.1986759324573977,0,1.1515135365009201,1,0,2,1,3,1,7,Typ,2,Attchd,0.21181577303188867,RFn,2,0.05632337879859949,Y,1.1432333473009242,1.417368024995644,2.4544179818536564,0,-0.2940036598327685,0,<None>,<None>,Shed,350,11,2009,WD,Normal,-0.019784179876561614,0.36049758248363317,36,0.870088726697613,3.5,1.954470488488707,1970,0,1,1,1,1,0,3,3,4,3,5,3,3,3,3,0.7979761156609251,0.619397932756464,-0.0037761006099270205,0.17226923716636405,0.6535457896330824,0.2422335884439807,0.009574513694495548,0.10096789463333128,0.3876144870161655,-1.0358031714656024,Cluster_1,-0.1477947720699497,49,0.22660483881919877,-0.15319214585349855,-0.325387018758903,0.24578232459103036,12.25,0.05235003835789613,0.04721238893072685,0.08199137883850241,-0.049140269646977444,0.05049615688504437,-0.024822771981160247,-0.027262567859585318,0.05595286189080612,3,3,4,0,1,3.909090909090909,7,3,4,4,0,1,7,4,6,0,0,0,2,0,0,4,1,0.6738877257211124,0.19202302406256652,24.5,1.1523272212231348,0.26967096932194734,0.31506378583248545,0.8896783910602447,1.4880712308476156,49,21,0.05955112934976409,14,0.2689439980660287,0.26967096932194734,0.6282684762589088,0.6062094027290751,24.5,10.5,0.8473707564232719,0.16408925236596483,0.31506378583248545,-0.5562047149888604,0,49,12.206077645517674
50,RM,-0.1883486886929793,-0.7577473219364834,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,5,-1.3324579234950606,1950,Gable,CompShg,BrkFace,Wd Shng,None,-0.8171343255986645,BrkTil,No,Unf,-1.3528794921740803,Unf,-0.35966232318349056,0.9080312284091371,-0.24235136710305777,GasA,Y,FuseF,-0.2416302808768904,1.1479414019235956,0,0.644512757430677,0,0,2,0,2,2,8,Min1,2,Detchd,0.0010527800314550542,Unf,2,-0.019089109327080803,Y,0.840994701959447,-1.0703598832348913,2.454208954424435,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2008,WD,Abnorml,1.3364758025329553,0.7898201726804518,58,0.3119743653637507,2.0,0.8193965459885556,1930,0,1,1,1,1,0,3,3,3,3,4,3,3,2,3,0.19311503492592197,0.16408165201988448,0.8390126154111364,-0.20351470813208886,1.841518185567111,-0.6700047257557432,-0.07713629110879837,0.06551232528788915,-0.040520202201773374,-0.6016745124180761,Cluster_0,-0.5491360929921283,49,-0.4063824346950965,-0.22266019499782636,1.2493997066822862,-0.7716285976189433,4.0,0.05586700124932127,0.05128016233132939,0.06915928242293594,-0.05108370771149728,0.05346361365914111,-0.013233620869537261,-0.02965586742838099,0.05251363119053103,2,2,2,1,0,3.5454545454545454,7,2,5,3,1,1,7,3,5,0,0,3,1,0,4,2,3,0.4002431244791846,0.13034261731844832,14.0,0.5861540061588278,-0.015102291467157952,2.0292608359366375,0.7363321268088248,0.3423354488299621,56,24,-0.7231119393477043,14,-0.5023997542475577,-0.015102291467157952,0.524190656929131,0.5487938220554314,14.0,6.0,0.21373723635840647,1.4606617417099796,2.0292608359366375,0.21993789102672545,1,49,11.774527900858468
190,RL,-0.21778511147295185,-0.38271779775848996,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,-1.0674115505006472,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,BrkTil,No,GLQ,0.9238029764518674,Unf,-0.35966232318349056,-0.9276168549944541,-0.14833921401426792,GasA,Y,SBrkr,-0.07483319999817914,-0.8700861080477102,0,-0.8636079515309941,1,0,1,0,2,2,5,Typ,2,Attchd,0.04073212345088245,RFn,1,-1.2586818828929507,Y,-0.9490260586845499,-0.3341057749432351,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2008,WD,Normal,1.071839708404269,0.7290208109877452,58,-0.5833666394680684,2.0,-1.4580738103161444,1930,0,0,1,1,1,0,3,3,3,3,5,3,3,4,3,-0.5965815261010362,-0.5663481031591137,0.983633164314159,-0.008919053213308232,-0.06309218251943001,-0.6700047257557432,0.05205802597866364,-0.6197231900180874,0.033540230219792584,0.14284608701891552,Cluster_2,-0.40131514764865633,25,-0.17669215523442228,-1.029893337756287,0.8523889371344102,-0.40777035875226864,4.0,0.08635459200809908,0.05690278273952778,-0.05667543449046059,-0.09110904609428044,0.09015831395385372,0.2154677274222139,0.15094731031181663,0.08496885174033708,2,2,1,0,1,3.727272727272727,6,3,3,4,0,5,3,2,5,0,0,0,1,0,4,7,0,-0.8185833355629614,-1.1093234146548563,10.0,-0.8224376508700602,-0.4636529851893524,0.8705353038104859,-0.6136200279762803,-0.9183259859219964,25,15,-0.8990594509153523,5,-0.4449905818425388,-0.4636529851893524,-0.8288209943579796,-0.8420183805980512,10.0,6.0,-0.6919091251741608,1.3056077120564686,0.8705353038104859,-0.10685899571667908,1,25,11.678448377988165
